DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,Num of AP Test Takers,Num of AP Total Exams Taken,Num of AP Exams Passed,schoolyear,grade9,grade10,grade11,grade12,ell_num,ell_percent,sped_num,sped_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,ATS SYSTEM CODE,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,Location 1
08X376,"ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",s,s,s,s,s,s,s,20112012,97,49,    ,    ,32.0,7.4,104.0,24.1,21,4.9,120,27.8,285,66.0,3,0.7,203.0,47.0,229.0,53.0,08X376,1980 LAFAYETTE AVENUE,1024125.0,238502.0,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"1980 LAFAYETTE AVENUE
BRONX, NY 10473
(40.821218, -73.85593)"
08X377,BRONX COMMUNITY HIGH SCHOOL,9,367,369,376,s,s,s,20112012,35,83,28,54,9.0,4.5,10.0,5.0,2,1.0,66,33.0,127,63.5,2,1.0,101.0,50.5,99.0,49.5,08X377,1980 LAFAYETTE AVENUE,1024125.0,238502.0,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"1980 LAFAYETTE AVENUE
BRONX, NY 10473
(40.821218, -73.85593)"
08X405,HERBERT H. LEHMAN HIGH SCHOOL,415,412,436,393,316,395,209,20112012,1378,909,636,670,332.0,9.2,751.0,20.9,246,6.8,826,23.0,2176,60.6,322,9.0,2196.0,61.1,1397.0,38.9,08X405,3000 EAST TREMONT AVENUE,1028637.0,245271.0,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park                                   ,"3000 EAST TREMONT AVENUE
BRONX, NY 10461
(40.839775, -73.839583)"
08X432,BRONX BRIDGES HIGH SCHOOL,s,s,s,s,11,11,s,20112012,75,80,    ,    ,123.0,79.4,12.0,7.7,8,5.2,13,8.4,129,83.2,4,2.6,81.0,52.3,74.0,47.7,08X432,1980 LAFAYETTE AVENUE,1024125.0,238502.0,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"1980 LAFAYETTE AVENUE
BRONX, NY 10473
(40.821218, -73.85593)"
08X452,BRONX GUILD,39,369,371,365,s,s,s,20112012,73,77,85,70,22.0,7.2,70.0,23.0,12,3.9,103,33.8,187,61.3,2,0.7,151.0,49.5,154.0,50.5,08X452,1980 LAFAYETTE AVENUE,1024125.0,238502.0,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"1980 LAFAYETTE AVENUE
BRONX, NY 10473
(40.821218, -73.85593)"
08X519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,32,38,s,20112012,121,104,67,71,51.0,14.0,76.0,20.9,5,1.4,79,21.8,276,76.0,2,0.6,156.0,43.0,207.0,57.0,08X519,1440 STORY AVENUE,1017135.0,238225.0,209,17,2800,2036220018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"1440 STORY AVENUE
BRONX, NY 10473
(40.820486, -73.881187)"
08X530,BANANA KELLY HIGH SCHOOL,54,373,381,377,s,s,s,20112012,122,139,108,82,61.0,13.5,116.0,25.7,3,0.7,147,32.6,295,65.4,5,1.1,225.0,49.9,226.0,50.1,08X530,965 LONGWOOD AVENUE,1012517.0,237219.0,202,17,8700,2027100001,BX33,Longwood                                                                   ,"965 LONGWOOD AVENUE
BRONX, NY 10459
(40.817741, -73.897876)"
08X537,BRONX ARENA HIGH SCHOOL,s,s,s,s,s,s,s,20112012,    ,106,    ,23,6.0,4.7,8.0,6.2,3,2.3,52,40.3,72,55.8,1,0.8,56.0,43.4,73.0,56.6,08X537,1440 STORY AVENUE,1017135.0,238225.0,209,17,2800,2036220018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,"1440 STORY AVENUE
BRONX, NY 10473
(40.820486, -73.881187)"
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,39,324,376,349,s,s,s,20112012,111,99,70,75,104.0,29.3,75.0,21.1,4,1.1,99,27.9,246,69.3,3,0.8,178.0,50.1,177.0,49.9,09X227,240 EAST 172 STREET,1008775.0,245072.0,204,16,22500,2028170002,BX14,East Concourse-Concourse Village                                           ,"240 EAST 172 STREET
BRONX, NY 10457
(40.839307, -73.911366)"
09X231,EAGLE ACADEMY FOR YOUNG MEN,78,373,387,374,51,71,11,20112012,141,129,96,91,22.0,4.0,133.0,24.2,4,0.7,347,63.1,186,33.8,3,0.5,550.0,100.0,0.0,0.0,09X231,4143 THIRD AVENUE,1012615.0,247284.0,206,15,39500,2029230018,BX01,Claremont-Bathgate                                                         ,"4143 THIRD AVENUE
BRONX, NY 10457
(40.845366, -73.897479)"
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,16,16,12,20112012,93,87,81,87,57.0,9.4,89.0,14.7,16,2.6,194,32.0,384,63.4,9,1.5,299.0,49.3,307.0,50.7,09X241,1595 BATHGATE AVENUE,1011429.0,245148.0,203,16,16700,2029130001,BX01,Claremont-Bathgate                                                         ,"1595 BATHGATE AVENUE
BRONX, NY 10457
(40.839508, -73.901774)"
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,50,393,394,382,55,62,15,20112012,157,95,49,55,29.0,8.1,67.0,18.8,2,0.6,145,40.7,207,58.1,1,0.3,166.0,46.6,190.0,53.4,09X250,1363 FULTON AVENUE,1011149.0,243099.0,203,16,14701,2029250056,BX01,Claremont-Bathgate                                                         ,"1363 FULTON AVENUE
BRONX, NY 10456
(40.833884, -73.902794)"
09X252,MOTT HALL BRONX HIGH SCHOOL,67,369,367,356,s,s,s,20112012,89,85,89,91,31.0,8.8,55.0,15.5,4,1.1,86,24.3,261,73.7,3,0.8,162.0,45.8,191.0,54.0,09X252,1595 BATHGATE AVENUE,1011429.0,245148.0,203,16,16700,2029130001,BX01,Claremont-Bathgate                                                         ,"1595 BATHGATE AVENUE
BRONX, NY 10457
(40.839508, -73.901774)"
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,81,459,480,457,82,101,49,20112012,131,128,103,82,7.0,1.6,62.0,14.0,26,5.9,108,24.3,305,68.7,5,1.1,205.0,46.2,239.0,53.8,09X260,1363 FULTON AVENUE,1011149.0,243099.0,203,16,14701,2029250056,BX01,Claremont-Bathgate                                                         ,"1363 FULTON AVENUE
BRONX, NY 10456
(40.833884, -73.902794)"
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,74,356,363,356,s,s,s,20112012,87,87,97,94,44.0,12.1,59.0,16.2,4,1.1,125,34.2,233,63.8,1,0.3,161.0,44.1,204.0,55.9,09X263,1595 BATHGATE AVENUE,1011429.0,245148.0,203,16,16700,2029130001,BX01,Claremont-Bathgate                                                         ,"1595 BATHGATE AVENUE
BRONX, NY 10457
(40.839508, -73.901774)"
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,38,386,386,376,s,s,s,20112012,148,110,101,91,86.0,19.1,101.0,22.4,2,0.4,117,26.0,329,73.1,2,0.4,242.0,53.8,208.0,46.2,09X297,1110 BOSTON ROAD,1010840.0,240756.0,203,16,13500,2026340001,BX35,Morrisania-Melrose                                                         ,"1110 BOSTON ROAD
BRONX, NY 10456
(40.827455, -73.90392)"
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,s,s,s,s,s,s,s,20112012,77,75,81,    ,54.0,11.0,80.0,16.2,15,3.0,158,32.0,318,64.5,1,0.2,239.0,48.5,254.0,51.5,09X324,250 EAST 164 STREET,1007025.0,240954.0,204,16,18302,2024460043,BX14,East Concourse-Concourse Village                                           ,"250 EAST 164 STREET
BRONX, NY 10456
(40.828009, -73.917705)"
09X329,DREAMYARD PREPARATORY SCHOOL,51,382,365,391,21,21,7,20112012,136,106,51,56,85.0,24.4,68.0,19.5,0,0.0,94,26.9,244,69.9,1,0.3,154.0,44.1,195.0,55.9,09X329,240 EAST 172 STREET,1008775.0,245072.0,204,16,22500,2028170002,BX14,East Concourse-Concourse Village                                           ,"240 EAST 172 STREET
BRONX, NY 10457
(40.839307, -73.911366)"
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,54,315,339,297,18,20,s,20112012,98,98,89,51,291.0,86.6,3.0,0.9,0,0.0,2,0.6,334,99.4,0,0.0,164.0,48.8,172.0,51.2,09X365,1700 MACOMBS ROAD,1007706.0,248754.0,205,14,21502,2028660070,BX36,University Heights-Morris Heights                                          ,"1700 MACOMBS ROAD
BRONX, NY 10453
(40.849416, -73.915217)"
09X403,BRONX INTERNATIONAL HIGH SCHOOL,49,314,312,339,s,s,s,20112012,88,128,121,66,351.0,87.1,5.0,1.2,4,1.0,92,22.8,291,72.2,15,3.7,184.0,45.7,219.0,54.3,09X403,1110 BOSTON ROAD,1010840.0,240756.0,203,16,13500,2026340001,BX35,Morrisania-Melrose                                                         ,"1110 BOSTON ROAD
BRONX, NY 10456
(40.827455, -73.90392)"
09X404,SCHOOL FOR EXCELLENCE,32,363,360,351,s,s,s,20112012,110,100,83,93,80.0,20.7,101.0,26.2,1,0.3,133,34.5,249,64.5,0,0.0,202.0,52.3,184.0,47.7,09X404,1110 BOSTON ROAD,1010840.0,240756.0,203,16,13500,2026340001,BX35,Morrisania-Melrose                                                         ,"1110 BOSTON ROAD
BRONX, NY 10456
(40.827455, -73.90392)"
09X412,BRONX HIGH SCHOOL OF BUSINESS,34,356,376,351,27,27,6,20112012,115,118,94,74,93.0,23.2,93.0,23.2,3,0.7,155,38.7,240,59.9,2,0.5,220.0,54.9,181.0,45.1,09X412,240 EAST 172 STREET,1008775.0,245072.0,204,16,22500,2028170002,BX14,East Concourse-Concourse Village                                           ,"240 EAST 172 STREET
BRONX, NY 10457
(40.839307, -73.911366)"
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,64,400,419,402,16,16,s,20112012,94,93,67,33,26.0,5.7,39.0,8.6,24,5.3,167,36.7,263,57.8,1,0.2,192.0,42.2,263.0,57.8,09X413,240 EAST 172 STREET,1008775.0,245072.0,204,16,22500,2028170002,BX14,East Concourse-Concourse Village                                           ,"240 EAST 172 STREET
BRONX, NY 10457
(40.839307, -73.911366)"
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402,42,74,14,20112012,153,150,100,83,50.0,6.6,107.0,14.0,15,2.0,232,30.4,505,66.2,8,1.0,350.0,45.9,413.0,54.1,09X505,244 EAST 163 STREET,1006660.0,240754.0,204,16,18302,2024450006,BX14,East Concourse-Concourse Village                                           ,"244 EAST 163 STREET
BRONX, NY 10451
(40.827461, -73.919024)"
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,50,368,384,369,18,18,12,20112012,125,110,81,71,34.0,6.4,94.0,17.7,6,1.1,299,56.2,220,41.4,2,0.4,274.0,51.5,258.0,48.5,09X517,3630 THIRD AVENUE,1010829.0,242956.0,203,16,14701,2029250001,BX01,Claremont-Bathgate                                                         ,"3630 THIRD AVENUE
BRONX, NY 10456
(40.833493, -73.903951)"
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,114,384,394,388,18,18,7,20112012,261,172,123,149,68.0,9.6,143.0,20.3,5,0.7,290,41.1,402,57.0,0,0.0,305.0,43.3,400.0,56.7,09X525,1710 WEBSTER AVENUE,1011097.0,246511.0,203,15,16500,2028980001,BX01,Claremont-Bathgate                                                         ,"1710 WEBSTER AVENUE
BRONX, NY 10457
(40.84325, -73.902969)"
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,27,353,315,371,s,s,s,20112012,162,85,42,34,28.0,8.7,72.0,22.3,1,0.3,119,36.8,202,62.5,0,0.0,47.0,14.6,276.0,85.4,09X543,1110 BOSTON ROAD,1010840.0,240756.0,203,16,13500,2026340001,BX35,Morrisania-Melrose                                                         ,"1110 BOSTON ROAD
BRONX, NY 10456
(40.827455, -73.90392)"
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),113,438,455,440,123,165,103,20112012,175,190,135,130,90.0,6.7,203.0,15.2,117,8.8,174,13.0,709,53.0,333,24.9,692.0,51.8,645.0,48.2,10X141,660 WEST 237 STREET,1007990.0,262596.0,208,11,30900,2059180376,BX22,North Riverdale-Fieldston-Riverdale                                        ,"660 WEST 237 STREET
BRONX, NY 10463
(40.887407, -73.914141)"
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,86,373,412,365,113,173,15,20112012,148,126,70,100,69.0,15.5,95.0,21.4,23,5.2,131,29.5,285,64.2,4,0.9,367.0,82.7,77.0,17.3,10X213,99 TERRACE VIEW AVENUE,1008396.0,258943.0,208,10,30900,1022150080,MN01,Marble Hill-Inwood                                                         ,"99 TERRACE VIEW AVENUE
BRONX, NY 10463
(40.877379, -73.912686)"
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,59,405,391,394,17,17,s,20112012,86,70,82,65,23.0,4.4,99.0,18.9,6,1.1,143,27.3,365,69.7,6,1.1,162.0,30.9,362.0,69.1,10X225,2225 WEBSTER AVENUE,1012632.0,250523.0,205,15,37900,2031430043,BX41,Mount Hope                                                                 ,"2225 WEBSTER AVENUE
BRONX, NY 10457
(40.854257, -73.897404)"
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",79,382,393,382,22,22,s,20112012,189,125,135,91,36.0,6.7,84.0,15.6,8,1.5,192,35.6,310,57.4,18,3.3,89.0,16.5,451.0,83.5,10X237,120 WEST 231 STREET,1011472.0,258311.0,208,14,27300,2032530141,BX28,Van Cortlandt Village                                                      ,"120 WEST 231 STREET
BRONX, NY 10463
(40.875636, -73.901565)"
10X243,WEST BRONX ACADEMY FOR THE FUTURE,26,382,406,370,77,111,14,20112012,185,85,61,39,84.0,13.2,124.0,19.5,22,3.5,157,24.7,442,69.5,8,1.3,368.0,57.9,268.0,42.1,10X243,500 EAST FORDHAM ROAD,1015058.0,252424.0,206,15,38700,2030590001,BX06,Belmont                                                                    ,"500 EAST FORDHAM ROAD
BRONX, NY 10458
(40.859466, -73.888625)"
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,52,304,356,302,30,30,s,20112012,111,127,129,130,441.0,88.7,2.0,0.4,34,6.8,27,5.4,421,84.7,15,3.0,260.0,52.3,237.0,47.7,10X268,2780 RESERVOIR AVENUE,1012719.0,255917.0,207,11,40900,2032470070,BX28,Van Cortlandt Village                                                      ,"2780 RESERVOIR AVENUE
BRONX, NY 10468
(40.869061, -73.897066)"
10X284,BRONX SCHOOL OF LAW AND FINANCE,54,402,395,385,15,20,s,20112012,137,108,91,86,30.0,7.1,64.0,15.2,3,0.7,133,31.5,275,65.2,11,2.6,239.0,56.6,183.0,43.4,10X284,99 TERRACE VIEW AVENUE,1008396.0,258943.0,208,10,30900,1022150080,MN01,Marble Hill-Inwood                                                         ,"99 TERRACE VIEW AVENUE
BRONX, NY 10463
(40.877379, -73.912686)"
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,s,s,s,s,s,s,s,20112012,45,70,24,74,11.0,5.2,35.0,16.4,0,0.0,80,37.6,131,61.5,1,0.5,86.0,40.4,127.0,59.6,10X319,560 EAST 179 STREET,1013647.0,248385.0,206,15,37504,2030610055,BX17,East Tremont                                                               ,"560 EAST 179 STREET
BRONX, NY 10457
(40.848385, -73.893744)"
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,49,300,333,301,90,94,74,20112012,87,96,121,112,484.0,79.9,28.0,4.6,1,0.2,0,0.0,605,99.8,0,0.0,297.0,49.0,309.0,51.0,10X342,2780 RESERVOIR AVENUE,1012719.0,255917.0,207,11,40900,2032470070,BX28,Van Cortlandt Village                                                      ,"2780 RESERVOIR AVENUE
BRONX, NY 10468
(40.869061, -73.897066)"
10X368,INsTECH ACADEMY (M.S. / HIGH SCHOOL 368),111,390,408,383,70,89,17,20112012,171,163,107,114,136.0,12.1,161.0,14.3,45,4.0,134,11.9,922,81.9,23,2.0,551.0,48.9,575.0,51.1,10X368,2975 TIBBETT AVENUE,1008117.0,259145.0,208,11,29302,2057160725,BX29,Spuyten Duyvil-Kingsbridge                                                 ,"2975 TIBBETT AVENUE
BRONX, NY 10463
(40.877935, -73.913694)"
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),61,392,401,387,s,s,s,20112012,98,92,68,66,30.0,9.3,36.0,11.1,3,0.9,114,35.2,194,59.9,10,3.1,153.0,47.2,171.0,52.8,10X374,500 EAST FORDHAM ROAD,1015058.0,252424.0,206,15,38700,2030590001,BX06,Belmont                                                                    ,"500 EAST FORDHAM ROAD
BRONX, NY 10458
(40.859466, -73.888625)"
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),38,343,356,330,s,s,s,20112012,95,96,75,50,254.0,80.4,0.0,0.0,22,7.0,52,16.5,229,72.5,6,1.9,176.0,55.7,140.0,44.3,10X397,99 TERRACE VIEW AVENUE,1008396.0,258943.0,208,10,30900,1022150080,MN01,Marble Hill-Inwood                                                         ,"99 TERRACE VIEW AVENUE
BRONX, NY 10463
(40.877379, -73.912686)"
